date,phase,shape,decision,simTicks,firstWaveStartTick,lastWaveEndTick,MMOP,ldsBankConflict,coissueSuccess,coissueFailed,metadata,evidence,next
2026-07-03,w12_packed_sidecar_dwordx4_h18a,H1/S1024/causal,REJECT_PERF_STATS_ONLY,74270105,3613610,74270105,131072,0,31641,20782,"private=0 sgpr=84 vgpr=112 sgpr_spill=0 vgpr_spill=0; H1/S128 and H1/S1024 pass; packed sidecar stride 3->4 and helper forced global_load_dwordx4; kernel_ticks=70656495 vs canonical 70505435; coissue_rate=60.36% vs canonical 60.61%; VALU cycles unchanged at 2289408","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_031739; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_031804; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=18_barrier_audit","code reverted: changing sidecar row load opcode to dwordx4 is correct but does not reduce ticks/MMAC-active; dominant RawUsed wait is consumer page lifetime, not just 3-float load shape"
2026-07-03,w12_preread_all_source_before_softmax_h19a,static,REJECT_RESOURCE,NA,NA,NA,not-run,NA,NA,NA,"build succeeds but fa3_bwd_dkv_mmac12_kernel metadata fails: private_segment_fixed_size=24, vgpr_spill_count=10, sgpr_count=80, vgpr_count=112; branch consumer pressure hits the 160 VGPR window after reading low+high dO^T/Q^T before softmax","remote build /zys/shaobo/fa3_bwd_wasp_clean build/fa3_bwd_wasp_clean.asm; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=18_barrier_audit","code reverted from active route; retry only as explicit H19B with a justified 208 VGPR consumer window or after softmax live-range shrink"
2026-07-03,w12_canonical_restored_after_h19a,H1/S1024/causal,OBSERVE_BASELINE_RESTORED,74058530,3613610,74058530,131072,0,32369,20986,"private=0 sgpr=84 vgpr=112 sgpr_spill=0 vgpr_spill=0; branch_consumer=150/160; H1/S128 pass with kernel_ticks=15342145 and MMOP=2048","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_033619; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_033625","baseline restored after H19A revert; continue from W12 canonical early-release with no spill and ldsBankConflict=0"
2026-07-03,w12_preread_all_source_208vgpr_h19b,H1/S1024/causal,REJECT_PERF_STATS_ONLY,81321695,3613610,81321695,131072,0,31351,23990,"private=0 sgpr=76 vgpr=144 sgpr_spill=0 vgpr_spill=0; branch_consumer=164/208; H1/S128 pass kernel_ticks=15167425; H1/S1024 pass but kernel_ticks=77708085 vs restored canonical 70444920 (+10.31%)","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_034717; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_034723; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=18_barrier_audit","code reverted: 208 VGPR makes H19A resource-clean and correct, but exposed runtime worsens; do not widen VGPR just to release RawUsed earlier"
2026-07-03,w12_owner16_full_valid_softmax_h20a,H1/S128/causal,REJECT_CORRECTNESS,NA,NA,NA,not-run,0,NA,NA,"static clean private=0 sgpr=83 vgpr=112 sgpr_spill=0 vgpr_spill=0 branch_consumer=155/160; full-valid split removes valid_pair branch but correctness fails: dk_rel_l2=0.000361379, dv_max_abs=0.518505, dv_rel_l2=14.4712, pass=0; explicit p_vec/ds_vec init did not fix","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_035528; retry_with_init=/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_035643; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=18_barrier_audit","code reverted: do not reattempt owner16 full-valid softmax split in main route without a focused fragment-layout/codegen probe"
2026-07-03,w12_qpair_control_only_h21a,static,REJECT_STATIC_SPILL,NA,NA,NA,not-run,NA,NA,NA,"helper form private=0 sgpr=100 vgpr=112 sgpr_spill=39 vgpr_spill=0; local macro form private=0 sgpr=100 vgpr=112 sgpr_spill=38 vgpr_spill=0; restored canonical private=0 sgpr=84 vgpr=112 no spill","workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=19_qpair_design; remote static build /zys/shaobo/fa3_bwd_wasp_clean","code reverted: q-pair control-only body duplication increases consumer SGPR live ranges; next shrink consumer state or choose a topology that lengthens MMAC without duplicating the whole q-tile body"
2026-07-03,w12_first_tile_peel_h22,H1/S1024/causal,ACCEPT_MICRO_CONTROL,71278935,3613610,71278935,131072,0,23064,18083,"private=0 sgpr=78 vgpr=112 sgpr_spill=0 vgpr_spill=0; kernel_ticks=67665325; mmac_active_share=23.0485%; vop_active_share=20.8165%; branch_consumer=noted clean by symbol gate","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_042626; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_042626_clean_w12_h22_first_tile_peel_h1s1024_sqc7_fullperf; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/h22_first_tile_peel_h1s1024_20260703_042626","keep: peel q_tile0 out of hot consumer loop removed steady runtime first-tile branch, reduced sgpr 84->78 and improved ticks/active; still far from 60 because xcu top bubbles remain s_abarrier_try_wait->s_xor_b32 28.44% and global_load_dwordx3->s_waitcnt 11.59%"
2026-07-03,w12_no_dsread_snop_h23,H1/S1024/causal,ACCEPT_MICRO_SQTT,70860335,3613610,70860335,131072,0,22768,18808,"private=0 sgpr=78 vgpr=112 sgpr_spill=0 vgpr_spill=0; kernel_ticks=67246725; mmac_active_share=23.2228%; vop_active_share=20.9728%; xcu inst_issues 847944 vs H22 897096","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_044220; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_044220_clean_w12_h23_no_dsread_snop_h1s1024_sqc7_fullperf; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/h23_no_dsread_snop_h1s1024_20260703_044220","keep: remove helper s_nop before ds_read_matrix; xcu ds_read_matrix latency falls 557792->475420 and s_nop row disappears; still not structural because RawUsed bubble remains about 28.48% and sidecar global_load_dwordx3->wait remains 11.54%"
2026-07-03,w12_raw_wait_builtin_h24a,static,REJECT_STATIC_PRIVATE,NA,NA,NA,not-run,NA,NA,NA,"changing wait_raw_used_page and wait_raw_filled_page from abarrier_try_wait<true> to <false> builds but symbol metadata fails: private_segment_fixed_size=12, sgpr=80, vgpr=112, no spills","remote static build /zys/shaobo/fa3_bwd_wasp_clean; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=20_abarrier_wait_design","code reverted: builtin raw wait wrapper is not admissible in the q-loop raw Filled/Used phase-variable path; do not pursue H24A without a focused compiler/codegen explanation"
2026-07-03,w12_raw_used_builtin_only_h24b,static,REJECT_STATIC_PRIVATE,NA,NA,NA,not-run,NA,NA,NA,"changing only wait_raw_used_page to abarrier_try_wait<false> and keeping wait_raw_filled_page asm still fails metadata: private_segment_fixed_size=12, sgpr=82, vgpr=112, no spills; restored H23 metadata private=0 sgpr=78 vgpr=112","remote static build /zys/shaobo/fa3_bwd_wasp_clean; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=20_abarrier_wait_design","code reverted: raw-used builtinization is not a legal micro-fix; the ABarrier bubble must be attacked by lifecycle/topology or useful-work overlap, not by this wrapper swap"
2026-07-03,w12_rawused_before_full_dvdk_h25,H1/S1024/causal,REJECT_PERF_STATS_ONLY,71986915,3613610,71986915,131072,0,NA,NA,"private=0 sgpr=78 vgpr=112 sgpr_spill=0 vgpr_spill=0; H1/S128 pass; H1/S1024 pass; kernel_ticks=68373305 vs H23 67246725; mmac_active_share=22.8899% vs H23 23.2228%; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_050642; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_050705; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=21_rawused_release_design","code reverted: releasing RawUsed before the full dV/dK island makes high source wait happen before MMAC and regresses active/ticks; keep high-read latency hidden under low dV/dK MMAC"
2026-07-03,w12_causal_sidecar_split_h26,H1/S1024/causal,REJECT_PERF_STATS_ONLY,74118590,3613610,74118590,131072,0,NA,NA,"static PASS private=0 sgpr=80 vgpr=112 sgpr_spill=0 vgpr_spill=0; H1/S128 pass; H1/S1024 pass; kernel_ticks=70504980 vs H23 67246725; mmac_active_share=22.5343% vs H23 23.2228%; VALU=230108 vs H23 213208; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_052600; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_052606; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=22_causal_sidecar_design","code reverted: causal-specific sidecar helper removed one runtime boolean from valid_pair but increased SGPR/VALU and regressed ticks/active; do not chase this micro path without xcu proof"
2026-07-03,w12_rawused_after_high_issue_h27,H1/S1024/causal,ACCEPT_MICRO_OBSERVE_PIPELINE,70505890,3613610,70505890,131072,0,NA,NA,"static PASS private=0 sgpr=78 vgpr=112 sgpr_spill=0 vgpr_spill=0; H1/S128 pass; H1/S1024 pass; full-perf kernel_ticks=66892280 vs H23 67246725; mmac_active_share=23.3787% vs H23 23.2228%; VALU=213208 SCA=289456 unchanged; ldsBankConflict=0; xcu RawUsed s_abarrier_try_wait->s_xor 28.41% vs H23 28.48%; v_mmac->s_waitcnt 6.55% vs 6.65%; sidecar global_load_dwordx3->s_waitcnt 11.69% vs 11.54%","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_053909; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_053933; fullperf=/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_054127; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/h27_rawused_after_high_issue_h1s1024_20260703_054127; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_054127_clean_w12_h27_rawused_after_high_issue_h1s1024_sqc7_fullperf; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=23_rawused_after_high_issue","keep as a micro-win only: issuing high-source ds_read_matrix then arriving RawUsed is correctness-safe in PMD and slightly improves ticks/active, but the dominant barrier/sidecar waits remain; next work must reduce sidecar global wait or collapse page-control turns, not stack more cosmetic reorder patches"
2026-07-03,w12_h27_causal_false_diagnostic,H1/S1024/noncausal,OBSERVE_CORRECTNESS_FAIL,77584780,3613610,77584780,131072,0,NA,NA,"same H27 code with CAUSAL=0; PMD numerical comparison failed pass=0 with bad=0, dk_rel_l2=0.0199722, dv_rel_l2=0.002617; stats still diagnostic: MMAC active=17.8499%, VOP active=24.3721%, VALU=244352, SCA=230896, ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_055407","do not assume causal mask is the main limiter: disabling causal did not improve active share and exposed more VALU/control; keep the 60% effort focused on packet/control/sidecar pipeline unless a separate noncausal correctness path is designed"
2026-07-03,w12_sidecar_cache_prefetch_h28,H1/S1024/causal,ACCEPT_PIPELINE_OBSERVE,70243810,3613610,70243810,131072,0,NA,NA,"static PASS private=0 sgpr=78 vgpr=112 no spill/scratch; H1/S128 pass; H1/S1024 pass; full-perf kernel_ticks=66630200 vs H27 66892280; MMAC active=27.9004% vs H27 23.3787%; VALU=214952 SCA=292576; ldsBankConflict=0; xcu RawUsed s_abarrier_try_wait->s_xor 26.25% vs H27 28.41%; sidecar global_load_dwordx3->s_waitcnt 11.42% vs H27 11.69%; new producer prefetch flat_load_dword->s_waitcnt 1.57%","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_060502; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_060528; fullperf=/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_060726; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/h28_sidecar_cache_prefetch_h1s1024_20260703_060726; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_060726_clean_w12_h28_sidecar_cache_prefetch_h1s1024_sqc7_fullperf; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=24_sidecar_cache_prefetch","keep: producer-side sidecar cache-warm gives the first meaningful MMAC-active jump in this sequence; still far from 60%, and the new producer flat-load wait means the next step should overlap/batch prefetch more cleanly or convert sidecar duplication into a true producer-helper protocol without extra LDS ownership generation"
2026-07-03,w12_sidecar_fireforget_prefetch_h29,H1/S1024/causal,OBSERVE_ACTIVE_REJECT_TICKS,70303870,3613610,70303870,131072,0,NA,NA,"static PASS private=0 sgpr=78 vgpr=112 no spill/scratch after restoring H28; H1/S128 pass; H1/S1024 pass; stats-only MMAC active=28.0412%; full-perf kernel_ticks=66690260 vs H28 66630200; full-perf MMAC active=27.9272% vs H28 27.9004%; VALU=214952 SCA=292576; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_061743; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_061810; fullperf=/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_062248; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=25_sidecar_fireforget_prefetch","code reverted to H28 asm-use prefetch: volatile fire-and-forget slightly raises active share but regresses ticks; do not promote active-only noise without same-shape tick support"
2026-07-03,w12_sidecar_future_prefetch_h30,H1/S1024/causal,ACCEPT_PIPELINE_MICRO,69934865,3613610,69934865,131072,0,NA,NA,"static PASS private=0 sgpr=78 vgpr=112 no spill/scratch; H1/S128 pass; H1/S1024 pass; full-perf kernel_ticks=66321255 vs H28 66630200; MMAC active=28.3952% vs H28 27.9004%; VALU=214984 SCA=296832; ldsBankConflict=0; xcu duration=145764 vs H28 146440; RawUsed bubble 25.89% vs H28 26.25%; sidecar global_load_dwordx3->s_waitcnt 11.38% vs H28 11.42%; producer prefetch flat_load_dword->s_waitcnt 1.79% vs H28 1.57%","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_063323; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_063344; fullperf=/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_063614; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/h30_future_sidecar_prefetch_h1s1024_20260703_063614; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_063614_clean_w12_h30_future_sidecar_prefetch_h1s1024_sqc7_fullperf; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=26_sidecar_future_prefetch","keep as current best: moving producer cache-warm to q_tile+2 modestly reduces RawUsed/sidecar exposure and improves active/ticks; next step must attack remaining s_waitcnt/RawUsed rather than more sidecar load-shape tweaks"
2026-07-03,canonical_dkv_route_convergence,H1/S1024/causal,CODE_GOVERNANCE_ACCEPT,69908930,NA,NA,131072,0,22685,18256,"canonical API/standalone/script route now supports only reference correctness plus fa3_bwd_dkv_kernel; static PASS private=0 sgpr=78 vgpr=112 sgpr_spill=0 vgpr_spill=0; H1/S128 pass; H1/S1024 pass; stats-only mmac_active_share=23.5544% vop_active_share=21.4398%","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_090438; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_090629","not a performance promotion; this is the git-managed code convergence checkpoint before Tri-Dao-style single-kernel redesign work continues"
2026-07-03,canonical_after_convergence_xcu_rebaseline,H1/S1024/causal,PASS_XCU_BASELINE,70025410,3613610,70025410,131072,0,23057,18211,"private=0 sgpr=78 vgpr=112 sgpr_spill=0 vgpr_spill=0; kernel_ticks=66411800; mmac_active_share=23.4288%; vop_active_share=21.3239%; xcu dispatch0 duration=145960 avg_active_waves=86.45; top bubbles RawUsed/control 25.95%, sidecar global_load_dwordx3 wait 11.28%, ds_read_matrix wait 2.38%","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_093932; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_093932_clean_canonical_after_convergence_h1s1024_sqc7_fullperf; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=28_current_xcu_rebaseline","current converged canonical full perf is clean; after normalizing H30 with the same stats formula H30=23.4386% and current=23.4288%, so there is no real active-share regression; active-kernel gate tightened and verified; next target remains RawUsed/control plus sidecar wait"
2026-07-03,canonical_after_convergence_causal_false_diag,H1/S1024/noncausal,REJECT_DIAG_CORRECTNESS,72013760,3613610,72013760,131072,0,21748,20760,"same converged canonical code with CAUSAL=0; pass=0 dk_rel_l2=0.0199722 dv_rel_l2=0.002617; kernel_ticks=68400150; mmac_active_share=20.5948%; vop_active_share=23.3761%; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_093608; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=28_current_xcu_rebaseline","do not use CAUSAL=0 as a shortcut for active-share tuning; keep causal=true mainline until a separate noncausal correctness path exists"
2026-07-03,active_kernel_gate_scope_fix,H1/S128/causal,CODE_GOVERNANCE_ACCEPT,NA,NA,NA,2048,0,NA,NA,"scripts/check_dkv_kernel_gate.py now strips archived #if0 rejected bodies and checks the active canonical 12-wave route; remote build PASS; static gate PASS; metadata private=0 sgpr=78 vgpr=112 no spill; branch windows producer 6/16 consumer0 159/160 consumer1 159/160; H1/S128 pass dk_rel_l2=0.000361379 dv_rel_l2=0.000267234","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_101209; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=28_current_xcu_rebaseline","keep: this is a source-evidence integrity fix, not a performance optimization; future gate failures now reflect active kernel instead of archived route bodies"
2026-07-03,physical_dkv_code_convergence,H1/S128/causal,CODE_GOVERNANCE_ACCEPT,17781855,3613610,17781855,2048,0,351,238,"physically removed archived #if0 kernels, stale path constants, Mq64/semantic/sidecar-overlay/causal-skip/score-brick helpers, and deleted old probe scripts; canonical route remains fa3_bwd_dkv_kernel plus reference correctness; remote build PASS; static gate PASS; metadata private=0 sgpr=78 vgpr=112 sgpr_spill=0 vgpr_spill=0; branch windows producer 6/16 consumer0 159/160 consumer1 159/160; H1/S128 pass dk_rel_l2=0.000361379 dv_rel_l2=0.000267234 workspace_bytes=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_111624","not a performance promotion; this is the clean-source checkpoint before any MLS same-LDS transpose/non-transpose focused probe or further dKV pipeline work"
2026-07-03,w12_a1_32x16_same_lds_qdo_load_once,H1/S1024/causal,ACCEPT_CORRECTNESS_REJECT_PERF_PROMOTION,71317610,3613610,71317610,131072,0,23605,17751,"private=0 sgpr=74 vgpr=112 sgpr_spill=0 vgpr_spill=0; H1/S128 pass; H1/S1024 pass; kernel_ticks=67704000 vs canonical_after_convergence 66411800; mmac_active_share=22.8697% vs 23.4288%; vop_active_share=20.8097%; source-layout Q^T/dO^T external inputs removed; raw Q/dO loaded once as 32x16 same-LDS normal/trans pages; LDS plan drops to 96KB","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_144814; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_144936; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=29_32x16_same_lds","semantic contract accepted but not promoted: 32x16 load-once frees LDS and removes source ABI, but does not reduce matrix-load count by itself"
2026-07-03,w12_mq64_same_lds_halfseq_B,H1/S1024/causal,OBSERVE_CORRECTNESS_REJECT_PERF,71439550,3613610,71439550,131072,0,24615,17973,"private=0 sgpr=78 vgpr=128 sgpr_spill=0 vgpr_spill=0 after consumer_vgpr=184; branch consumer 163/184 and 162/184; H1/S128 and H1/S1024 pass; kernel_ticks=67825940; mmac_active_share=23.1120%; vop_active_share=23.0466%; ldsBankConflict=0; Mq64 page consumed as two M32 halves with one RawUsed release","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_150917; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_150946; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=30_mq64_same_lds","correct/resource-clean but not promoted: q_tiles halves and active rises vs A1, but ticks remain slower than canonical and VOP active rises sharply"
2026-07-03,w12_mq64_same_lds_fullscore_A,H1/S1024/causal,OBSERVE_CORRECTNESS_REJECT_PERF,71375850,3613610,71375850,131072,0,22271,16996,"private=0 sgpr=80 vgpr=144 sgpr_spill=0 vgpr_spill=0 after consumer_vgpr=208; branch consumer 204/208 and 200/208; H1/S128 and H1/S1024 pass; stats-only kernel_ticks=67762240; mmac_active_share=23.0392%; vop_active_share=22.9746%; ldsBankConflict=0; full perf kernel_ticks=68103945; xcu duration=149680 avg_active_waves=86.12","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_151316; /zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_151356; fullperf=/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_151548; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/mq64A_full_h1s1024_20260703_151548; workbook=/Volumes/172.20.68.76/共享/shaobo/fa3_bwd_dkv_fwdstyle_tile_design_20260703.xlsx sheet=30_mq64_same_lds","not promoted: full Mq64 score/dP island is resource-clean, but RawUsed/control remains about 25.92%, sidecar wait about 10.77%, ds_read_matrix_trans->wait rises to 3.32%, and same-shape ticks/active remain worse than canonical"
2026-07-03,w16_split_producer_mq64_structural_probe,H1/S1024/causal,STRUCTURAL_PASS_REJECT_PERF,72653035,3613610,72653035,131072,0,27214,18060,"16-wave topology implemented in canonical kernel: waves0-3 producer K+Q, waves4-7 consumer0, waves8-11 consumer1, waves12-15 producer V+dO; H1/S128 and H1/S1024 pass; metadata private=0 sgpr=74 vgpr=112 no spill/scratch; branch windows producerKQ 6/16 consumer0 204/208 consumer1 204/208 producerVDout 1/16; kernel_ticks=69039425; mmac_active_share=22.3357%; vop_active_share=23.7529%; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_161054; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/w16_split_mq64_h1s1024_sqc7_20260703_161054_dispatch0; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_161054_clean_w16_split_mq64_h1s1024_sqc7_fullperf","do not promote as performance best: W16 structural requirement is satisfied, but xcu top bubbles worsen to s_abarrier_try_wait->s_xor_b32 38.07% and s_abarrier_try_wait->s_waitcnt 9.89%; producerB remains thin in metadata; next edit must reduce page-control lifetime or give producerB real overlap work"
2026-07-03,w16_kv_reg_resident_mq64,H1/S1024/causal,ACCEPT_PIPELINE_RESOURCE_WIN,65196040,3613610,65196040,131072,0,26862,16883,"K/V are latched from resident LDS into consumer VGPR once after ResidentFilled; q-loop score/dP reads only Q/dO; half-sequential Mq64 halves avoid full-M live range; static PASS private=0 sgpr=62 vgpr=112 sgpr_spill=0 vgpr_spill=0; branch windows producerKQ 6/16 consumer0 195/208 consumer1 195/208 producerVDout 1/16; H1/S128 pass; H1/S1024 pass; full-perf kernel_ticks=61582430; mmac_active_share=25.4935%; vop_active_share=19.7415%; VALU=181512 SCA=311168 LDS=66816 VMEM=4352; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260703_170901; xcu=/zys/shaobo_runs/fa3_bwd_wasp_clean/xcu_outputs/kv_reg_resident_mq64_h1s1024_20260703_170901_dispatch0; archive=/Volumes/172.20.68.76/共享/shaobo/perf/20260703_170901_clean_kv_reg_resident_mq64_h1s1024_sqc7_fullperf","keep current code: K/V VGPR residency reduces q-loop matrix-read pressure and improves ticks by 10.8% vs W16 split and 7.3% vs canonical rebaseline, while lowering consumer branch pressure 204/208->195/208; not final promotion to 60% because xcu still shows s_abarrier_try_wait->s_xor 36.67%, s_abarrier_try_wait->s_waitcnt 10.69%, and sidecar global_load_dwordx3->s_waitcnt 9.31%; next target is ABarrier/page lifetime and sidecar/helper overlap, then Mq128 using released K/V LDS only after workbook stress"
2026-07-04,w16_kv_resident_qdo_doublebuf_ab_baseline,H1/S1024/causal,BASELINE_PASS,65196495,3613610,65196495,131072,0,26857,16837,"same build after raw-page-depth generic page helper; raw_buffers=2; static PASS private=0 sgpr=62 vgpr=112 sgpr_spill=0 vgpr_spill=0; branch producerKQ 6/16 consumer0 195/208 consumer1 195/208 producerVDout 1/16; kernel_ticks=61582885; MMAC active=25.4747%; VALU=181512 SCA=311168 LDS=66816 VMEM=4352; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260704_153154","A/B control for raw Q/dO buffering; compare against single-buffer probe before designing 3/4 page K/V-LDS reuse"
2026-07-04,w16_kv_resident_qdo_singlebuf_probe,H1/S1024/causal,REJECT_PERF_PROBE,66958255,3613610,66958255,131072,0,19026,12647,"temporary raw_buffers=1 probe; static PASS private=0 sgpr=88 vgpr=112 sgpr_spill=0 vgpr_spill=0; branch producerKQ 10/16 consumer0 193/208 consumer1 193/208 producerVDout 4/16; kernel_ticks=63344645; MMAC active=24.6431%; VALU=185888 SCA=232752 LDS=66816 VMEM=4352; ldsBankConflict=0","/zys/shaobo_runs/fa3_bwd_wasp_clean/dkv_mmac_correctness_20260704_153511","single buffer is correct/resource-clean but 2.78% slower by kernel_ticks and lowers MMAC active; keep double buffer; future 3/4-buffer work must reuse released K/V LDS and reduce RawUsed/sidecar wait rather than simply changing page count"
